,ISBN,Book_Title,Description,sentiment_score_neg,sentiment_score_neu,sentiment_score_pos,sentiment_score_compound,sentiment_type
587,0374386676,The Year They Burned the Books,"By the author of Annie on My Mind When Wilson High Telegraph editor Jamie Crawford writes an opinion piece in support of the new sex-ed curriculum, which includes making condoms available to high school students, she has no idea that a huge controversy is brewing. Lisa Buel, a school board member, is trying to get rid of the health program, which she considers morally flawed, from its textbooks to its recommendations for outside reading. The newspaper staff find themselves in the center of the storm, and things are complicated by the fact that Jamie is in the process of coming to terms with being gay, and her best friend, Terry, also gay, has fallen in love with a boy whose parents are anti-homosexual. As Jamie's and Terry's sexual orientation becomes more obvious to other studetns, it looks as if the paper they're fighting to keep alive and honest is going to be taken away from them. Nancy Garden has depicted a contemporary battleground in a novel that probes deep into issues of censorship, prejudice, and ethics.",0.067,0.806,0.127,0.9118,1
588,0786886463,A Density of Souls,"Four high-school friends discover the fragile boundaries between friendship and betrayal as they are torn apart by passion, envy, dark secrets, and two violent deaths, as the casual cruelties of adolescence are transformed into murder.",0.356,0.45,0.194,-0.875,1
589,0345395379,Slow River,"She awoke in an alley to the splash of rain. She was naked, a foot-long gash in her back was still bleeding, and her identity implant was gone. Lore Van Oesterling had been the daughter of one of the world's most powerful families...and now she was nobody, and she had to hide. Then out of the rain walked Spanner, predator and thief, who took her in, cared for her wound, and taught her how to reinvent herself again and again. No one could find Lore now: not the police, not her family, and not the kidnappers who had left her in that alley to die. She had escaped...but the cost of her newfound freedom was crime and deception, and she paid it over and over again, until she had become someone she loathed. Lore had a choice: She could stay in the shadows, stay with Spanner...and risk losing herself forever. Or she could leave Spanner and find herself again by becoming someone else: stealing the identity implant of a dead woman, taking over her life, and creating a new future. But to start again, Lore required Spanner's talents--Spanner, who needed her and hated her, and who always had a price. And even as Lore agreed to play Spanner's game one final time, she found that there was still the price of being a Van Oesterling to be paid. Only by confronting her family, her past, and her own demons could Lore meld together who she had once been, who she had become, and the person she intended to be...",0.112,0.838,0.05,-0.9202,1
590,0374343381,Lark in the Morning,"Seventeen-year-old Gillian, finding that the thieves who broke into her family's vacation house are two young runaways terrified of being sent back to their abusive parents, decides to help them hide out from the authorities.",0.335,0.608,0.057,-0.9231,1
591,0345403339,Saving Grace,"Surrounded all her life by zealous religious figures, Grace Shepherd narrates her own story, from her father's revival meetings, through seduction, a failed marriage, and motherhood, to an independent life in Knoxville and a job as a waitress. Reprint.",0.081,0.813,0.106,0.0,1
593,0345429176,"UFOs, JFK, and Elvis","The comedian and actor offers a humorous and opinionated look at America's conspiracy theories, from the serious to the silly, and explains their persistent popularity with the public",0.134,0.598,0.268,0.5719,1
594,1573229571,About a Boy,Will trades his lack of enthusiasm toward children for a date with a truly beautiful woman who is also a single mother.,0.085,0.556,0.359,0.8126,1
595,0517201658,The Thorn Birds,An inaugural edition of the Modern Classics series is the only hardcover edition of The Thorn Birds currently in print and is the epic story of three generations of a family in the Australian outback.,0.0,1.0,0.0,0.0,2
596,0743211383,Dreamcatcher,"The author of Bag of Bones presents a story about how men experience memories and find their courage, in a tale of stark survival and heroism in the face of a haunted past.",0.084,0.728,0.189,0.5994,1
597,039914370X,Sudden Mischief,"When Spenser comes to the aid of his long-time love, Susan, in her efforts to help her ex-husband Brad Sterling, he finds himself caught up in a twisted battle against some very bad men, shadowy mob connections, and a woman tormented by her past. 150,000 first printing. Tour.",0.116,0.76,0.125,0.1298,1
598,1884777805,Elements of Programming with Perl,"A tutorial for Perl programming and the particulars of Perl syntax, as well as good style and structure and maintainability of the code, also includes advanced concepts--such as modular programming, abstract datastructures, and object-oriented programming. Original. (Intermediate).",0.0,0.775,0.225,0.8074,1
599,0312977905,To Catch a Cat,"While stealing Leif Eriksson, a prized cat, from its owners as part of a gang initiation, Robin, a teenager struggling to fit in with the local kids, witnesses a murder in owners' bedroom and must avoid a killer who will do anything to keep from being caught while coping with his very active feline hostage. Reprint.",0.254,0.618,0.128,-0.8692,1
600,0812521331,People of the Wolf,"Before the dawn of history, a brave people found a new world, led by a dreamer who followed the spirit of the wolf. Copyright © Libri GmbH. All rights reserved.",0.0,0.825,0.175,0.6249,1
602,0449207595,The Grass is Always Greener Over the Septic Tank,Erma Bombeck lays bare the truth about the people of suburbia and their extraordinary ways of life,0.0,0.874,0.126,0.3182,1
603,039457513X,Billy Bathgate,"Billy Bathgate is an urban Huck Finn who comes of age in New York City in the 1930s as the protege of Dutch Schultz, one of the most abominable gangsters of his time, but one of life's great teachers as well. Copyright © Libri GmbH. All rights reserved.",0.0,0.844,0.156,0.8519,1
604,0394559487,Citizens,Explores the roots and fruition of the French Revolution in terms of the vitality and infatuation with technology that motivated French citizenry toward change and the conflicting strained economics frustrating their visions for France,0.188,0.612,0.2,-0.128,1
606,0590897985,The Music of Dolphins,"After rescuing an adolescent girl from the sea, researchers learn she has been raised by dolphins and attempt to rehabilitate her to the human world.",0.0,1.0,0.0,0.0,2
607,0689832877,Sunwing,"Continues the adventures of Shade, a young bat, as he searches for his father and struggles to prevent the evil jungle bat Goth from wiping out the sun.",0.207,0.689,0.105,-0.6597,1
608,0689829698,Caddie Woodlawn,Chronicles the adventures of eleven-year-old Caddie growing up with her six brothers and sisters on the Wisconsin frontier in the mid-nineteenth century.,0.0,0.83,0.17,0.4767,1
609,0064409457,The Silver Chair: Full Color Edition,Jill and Eustace must rescue the Prince from the evil Witch.,0.379,0.44,0.181,-0.5574,1
610,043922165X,Circles in the Stream,"This first book in a new series introduces Emily, Adriane, and Kara, three girls who are drawn into the woods to a portal to another world through which strange, but peaceful animals have emerged, searching desperately for the magic that will keep them alive. But what follows them through the portal is pure evil. The girls have been chosen to help--or perish trying.",0.146,0.751,0.103,-0.4939,1
611,0152162445,High Wizardry,"When her younger sister uses the family computer with its special wizard software to travel to worlds light years away, Nita uses her wizardry to try to find her.",0.0,0.912,0.088,0.4019,1
612,0152162577,Deep Wizardry,"During a summer vacation at the beach, thirteen-year-old wizard Nita and her friend Kit assist the whale-wizard S'reee in combating an evil power.",0.159,0.725,0.116,-0.296,1
613,015216250X,Deep Wizardry,"During a summer vacation at the beach, thirteen-year-old wizard Nita and her friend Kit assist the whale-wizard S'reee in combating an evil power.",0.159,0.725,0.116,-0.296,1
614,1562477528,Going for Great,"When stage fright strikes before a big competition, Jenna finds support in an unpopular girl from a troubled family, but this new relationship may cost Jenna her best friend. A first novel. Simultaneous.",0.128,0.529,0.343,0.9072,1
